"PrefCode","PrefName","MuniCode","MuniName","DistCode","DistName","lat","lon","SrcCode","CatCode"
"45","宮崎県","45441","西臼杵郡高千穂町","454410001000","大字岩戸","32.744367","131.352030","0","1"
"45","宮崎県","45441","西臼杵郡高千穂町","454410002000","大字押方","32.705797","131.262803","0","1"
"45","宮崎県","45441","西臼杵郡高千穂町","454410003000","大字上岩戸","32.774034","131.384849","0","1"
"45","宮崎県","45441","西臼杵郡高千穂町","454410004000","大字上野","32.764073","131.313718","0","1"
"45","宮崎県","45441","西臼杵郡高千穂町","454410005000","大字河内","32.770281","131.249569","0","1"
"45","宮崎県","45441","西臼杵郡高千穂町","454410006000","大字五ケ所","32.812752","131.302349","0","1"
"45","宮崎県","45441","西臼杵郡高千穂町","454410007000","大字下野","32.741166","131.307746","0","1"
"45","宮崎県","45441","西臼杵郡高千穂町","454410008000","大字田原","32.763987","131.271956","0","1"
"45","宮崎県","45441","西臼杵郡高千穂町","454410009000","大字三田井","32.715864","131.320151","0","1"
"45","宮崎県","45441","西臼杵郡高千穂町","454410010000","大字向山","32.667424","131.294942","0","1"
